,strain,plasmid,backbone,iptg,log_mean_gfp,log_mean_v,log_std_gfp,log_std_v,log_rho,fit_goodness,std_gfp_correct,volume_decomposed_log_mean_gfp,rrpu
1093,CC118Lpir,Srpr_s3,pSeva221,2000,-0.3483584574393842,2.589949969754465,0.3652754545274508,0.6910902062086596,0.1581938391722965,0.9909823801969884,0.3606759338940655,-0.3655477449656918,-0.09040886580943162
1094,CC118Lpir,Srpr_s4,pSeva221,0,0.23363098486446884,2.4644900340362685,0.4342243711172911,0.6015062521326088,0.46198526941321605,0.9879456969601508,0.38510820933635376,0.2069102855184868,3.878187513076561
1095,CC118Lpir,Srpr_s4,pSeva221,5,-0.006508325274127486,2.311364925569924,0.4328198528908568,0.6972000102302341,0.3466858384560083,0.9959111105986959,0.4059769306485565,0.009203765500873307,2.244820992385738
1096,CC118Lpir,Srpr_s4,pSeva221,10,-0.0608383426152828,2.319259297714897,0.4301530043215705,0.6232641398488252,0.3740118819194778,0.9913747573848892,0.3989341819415084,-0.04403161971333356,1.8574599775446168
1097,CC118Lpir,Srpr_s4,pSeva221,20,-0.2982249707659237,2.3721391315839853,0.37124862865184,0.6854580685440113,0.24127610458556284,0.9939825827633412,0.36028064918366465,-0.2966267897290389,0.27609188347076985
1098,CC118Lpir,Srpr_s4,pSeva221,30,-0.3295114548552713,2.415672024643364,0.3669535875446657,0.6865933116017243,0.21043642539068946,0.9932169508242455,0.3587365956284971,-0.3330320531894323,0.07935468625603949
1099,CC118Lpir,Srpr_s4,pSeva221,40,-0.3531735156416856,2.4421228805209303,0.3657928080430704,0.7005208995325255,0.22903637670452015,0.9930159607028328,0.35606925390787425,-0.3600806586631426,-0.06224999312515459
1100,CC118Lpir,Srpr_s4,pSeva221,70,-0.3478780985993417,2.524383146809582,0.3633449083432881,0.6699992737100778,0.17094120754813547,0.9907186469957208,0.3579969184596299,-0.3608577466434002,-0.06626186834033172
1101,CC118Lpir,Srpr_s4,pSeva221,100,-0.3604974484704706,2.4779063053555497,0.3565620538905087,0.6725764074836766,0.17733776594712986,0.992221962933407,0.35091056241336743,-0.3692912935061125,-0.10960184763724798
1102,CC118Lpir,Srpr_s4,pSeva221,200,-0.3740958280682712,2.435319957949859,0.3601691940026833,0.6699019421888434,0.1442211673468701,0.9904940729747688,0.35640379757854823,-0.37804653913068587,-0.1542100141010149
1103,CC118Lpir,Srpr_s4,pSeva221,500,-0.3147114690703963,2.600941541655354,0.37091321270838734,0.6960381881592252,0.16843755672064809,0.9906112955312388,0.3656137256161345,-0.3341507962302681,0.07342160284459569
1104,CC118Lpir,Srpr_s4,pSeva221,1000,-0.3435443264741048,2.4966905781718385,0.3588026342502331,0.6756378575957424,0.18023818645255096,0.9895813694902224,0.35292652168802385,-0.3542953796240142,-0.03228410661370308
1105,CC118Lpir,Srpr_s4,pSeva221,2000,-0.3530395799521805,2.6180365271118635,0.3607016253346369,0.7012742673161131,0.16702980409715285,0.9903346288418192,0.3556344337037136,-0.3731144258888941,-0.12912883507529135
1106,KT2440,1201,pSeva231,0,-0.05447407558834568,2.2743656964309564,0.4217501965925333,0.6701464166463041,0.3114574802251359,0.9899235886229234,0.40077237963062384,-0.072257301601063,0.0015651408262386548
1107,KT2440,1201,pSeva231,5,-0.12526473468353794,2.20089014240247,0.4007808966273251,0.6635811265660946,0.2997510766346529,0.9867472782536292,0.3823519684108661,-0.12838753879447898,-0.0004152772000226661
1108,KT2440,1201,pSeva231,10,-0.10570932709168036,2.209186944322794,0.4157145433639993,0.6811710974748992,0.33399235722023474,0.9887711162160157,0.3918424609115808,-0.11091647431359852,0.00018927407304924828
1109,KT2440,1201,pSeva231,20,-0.10763095329627216,2.2108081942118623,0.4029836287322753,0.6706308519696268,0.28521564758818463,0.9890181789272566,0.3862450474253885,-0.11228707399271884,0.00014146447622547862
1110,KT2440,1201,pSeva231,30,-0.1487973716161703,2.1878474052716963,0.3972425128424599,0.6918392175110002,0.2948845886769052,0.9859973451038654,0.37957828123227466,-0.1495096144178867,-0.0011322002149584856
1111,KT2440,1201,pSeva231,40,-0.14353477057487593,2.188639437362684,0.3988816168106479,0.6817153637171897,0.28220064521129073,0.9858203693302232,0.3826692356119741,-0.14436013407784262,-0.0009588104989087083
1112,KT2440,1201,pSeva231,70,-0.08032563458263238,2.188269998898524,0.43051924912824135,0.6984364411808558,0.38341774470411055,0.9887776224386964,0.3976168277314944,-0.08141968666328142,0.0012342292342330638
1113,KT2440,1201,pSeva231,100,-0.1656511072720049,2.1068861469255857,0.4017606869967552,0.6674205551027582,0.2812845747285895,0.9869063763867764,0.3855393579818772,-0.15265483396416668,-0.001237665474294283
1114,KT2440,1201,pSeva231,200,-0.1711183763146473,2.153846268296628,0.39719797610532537,0.6830735028417422,0.2890906166117548,0.9895297501175844,0.38023831240121664,-0.16610983756103795,-0.001685111527292592
1115,KT2440,1201,pSeva231,500,-0.18197026546876827,2.1603818710871017,0.3994145395349529,0.7032362788007395,0.30290871845480816,0.9882792698913838,0.3806498742870251,-0.17796874327945889,-0.0020745186606411625
1116,KT2440,1201,pSeva231,1000,-0.09920629529387093,2.207971395144607,0.41705341570704296,0.7353090041940379,0.27026803868926524,0.9910774387876229,0.4015328228813405,-0.10293594572965696,0.0004689581895812607
1117,KT2440,1201,pSeva231,2000,0.07278243300461015,2.572257600280175,0.4399152953691745,0.8058080663024275,0.33097265995319314,0.9879677462237468,0.41512182054558894,0.002564009407288782,0.004383947962234545
1118,KT2440,1717,pSeva231,0,3.793972914008424,2.3554863096147285,0.5216779062567983,0.6261520464340845,0.5731970447707776,0.9800724515801807,0.4274720403071949,3.711906658822924,1.5616511972198632
1119,KT2440,1717,pSeva231,5,3.3430046935801,2.254288392011069,0.6106694475254792,0.6610300535785144,0.38969580642453294,0.9766871935650902,0.5623921406576304,3.31757110115442,1.0414392339907783
1120,KT2440,1717,pSeva231,10,3.3068275434049217,2.1696007641612707,0.5989651430424048,0.6579890502520498,0.4121500403464453,0.9844447328955312,0.5457267182953504,3.312095089408646,1.0355622962276545
1121,KT2440,1717,pSeva231,20,3.2855938818414714,2.1603456856773984,0.6015559584690482,0.6502026356675682,0.40024416232885546,0.9808270287129346,0.5512710170830165,3.2942200575399916,1.0166009935965294
1122,KT2440,1717,pSeva231,30,3.2616864797550678,2.23851622420259,0.604105864270925,0.659603583285406,0.4036258550650645,0.983733300633156,0.5527110341007626,3.2414009464406153,0.9625123492948736
1123,KT2440,1717,pSeva231,40,3.2062853423051427,2.157242271009176,0.6130504734434312,0.6410129019281201,0.3783680299011421,0.9828216356356392,0.56747338664059,3.2158380090731686,0.9373433087553141
1124,KT2440,1717,pSeva231,70,3.1616409504785317,2.023980460115048,0.5963397843283872,0.6492266727515034,0.40493077039820935,0.9819460624133408,0.5452616997825556,3.2210257678799428,0.9423992256775107
1125,KT2440,1717,pSeva231,100,3.1530228978161836,2.119123329925749,0.6072777396060087,0.6540463612624354,0.41720811100602595,0.9828255944243568,0.5519006759068688,3.178015375426753,0.9012640397153042
1126,KT2440,1717,pSeva231,200,3.15811675386662,2.1627456444843327,0.6117585146092471,0.6596671785139389,0.3898012839813074,0.9835624872676224,0.5633678012911694,3.1656702026744474,0.8897802242170417
1127,KT2440,1717,pSeva231,500,3.3790142587753524,2.2406267109038884,0.522375845835749,0.63947478389705,0.5392255436821399,0.9839325574616088,0.4399247703648631,3.353912904730978,1.081268029881814
1128,KT2440,1717,pSeva231,1000,3.0887832427447015,2.159735940306159,0.607551334840808,0.6846432068533532,0.4191608866273009,0.986072641484428,0.5516031312496302,3.0976749823562275,0.829008350505665
1129,KT2440,1717,pSeva231,2000,3.405021752317236,2.535465212948907,0.4967580558038813,0.6405235777631838,0.6403051246019499,0.9812764226631168,0.38157012539002255,3.23030977788623,0.951513022238718
1130,KT2440,1818,pSeva231,0,-0.0367731648654472,2.375038318334786,0.4167507327364139,0.7101350361087191,0.3681081114114756,0.9865698272993844,0.3874877445690729,-0.07812044848237625,0.0013530363964416759
1131,KT2440,1818,pSeva231,5,-0.1080430858131524,2.3233190905540018,0.4023432302315345,0.6746200317102128,0.366358495369611,0.987368865306381,0.3743698257727123,-0.13856223720432065,-0.0007625161764013377
1132,KT2440,1818,pSeva231,10,-0.16303025896085546,2.204969510617353,0.386130733241812,0.6644791243508875,0.3458249099507662,0.9882365036073726,0.3623061052026462,-0.16731646118833032,-0.0017249444071926999
1133,KT2440,1818,pSeva231,20,-0.16686097016467807,2.167233560816193,0.3801129904885925,0.6473056426338539,0.34335142663346185,0.9909924762325028,0.3570047832749514,-0.16355286503169147,-0.001600542119296352
1134,KT2440,1818,pSeva231,30,-0.13148194737344576,2.199004425283656,0.3894054298601004,0.6690336875274389,0.3696997664303739,0.9895400012043511,0.3618165497326665,-0.1347878889238467,-0.0006341184123833318
1135,KT2440,1818,pSeva231,40,-0.08824166904386002,2.23572499369443,0.3995408352243624,0.6838222099048299,0.39130293369021735,0.9888296480117704,0.3676822188952749,-0.10014960555235196,0.0005671346266025208
1136,KT2440,1818,pSeva231,70,-0.05557683479328536,2.162688602567233,0.4161319736934271,0.6639593983412465,0.3811195246984099,0.9917994391646321,0.384724735313376,-0.050572093796739895,0.0023605168395423705
1137,KT2440,1818,pSeva231,100,-0.034432096284156014,2.122491972574105,0.463729860775401,0.6723432810016186,0.3847989687400397,0.9950358384014028,0.4280228508201772,-0.01820292065049748,0.0035803170867556577
1138,KT2440,1818,pSeva231,200,0.3731138236360525,2.1017846287140363,0.6596579615584324,0.6763597741844544,0.3124868120048231,0.9937083490922732,0.6266236748248575,0.3980611772501392,0.023352635642774067
1139,KT2440,1818,pSeva231,500,1.5469511311847886,2.1616385563564493,0.7129838824627757,0.7160464120145527,0.2655475725036467,0.9852332822908444,0.6873861624825678,1.5527688007675908,0.14954324865728774
1140,KT2440,1818,pSeva231,1000,1.8747230970800115,2.3012991745291003,0.7047865720753111,0.7407739425312503,0.2933661305084319,0.9841138110504384,0.6737760784530493,1.8418829937452632,0.2113153883572976
1141,KT2440,1818,pSeva231,2000,2.502353215442325,2.4501661430091755,0.5660500459795985,0.6907582338166116,0.5208940364530532,0.9814008932677034,0.4831924022986154,2.3885861498847016,0.3903157155754756
1142,KT2440,Amer_f1,pSeva231,0,-3.0,1.4712772743657643,3.3452185194486304,0.5131496806257705,0.6881479234429457,0.5707688250660731,2.4271916086428114,0.1956848596574587,0.012713573805536867
1143,KT2440,Amer_f1,pSeva231,5,-2.9999999722155835,1.5925985809031211,4.999999999999999,0.3997239947505529,0.4550319361668063,0.3813954031036804,4.452375593624956,0.3641102221517791,0.021414211871647625
1144,KT2440,Amer_f1,pSeva231,10,7.423096832234522,1.990947806455656,4.999999999998723,0.4147594243406845,0.605985258535546,0.5965992531634012,3.977379371009522,8.830770096672865,266.7906898743685
1145,KT2440,Amer_f1,pSeva231,20,-0.65097314532602,1.5798206899769711,0.8215504001698364,0.5608402766709256,0.09168604522598092,0.8953395468526609,0.8180900002522209,-0.5698759426934615,-0.012658256294189764
1146,KT2440,Amer_f1,pSeva231,30,-0.5830658592588011,1.6508717109281166,0.6973011546366911,0.6367378924491175,0.12597451005027596,0.9223052733227112,0.6917460901202888,-0.50956685830645,-0.011286986276762603
1147,KT2440,Amer_f1,pSeva231,40,2.0217990982270875,1.6788201640558398,4.999999999999999,0.4919973368202118,8.14212023941902e-12,0.390783277590686,4.999999999999999,2.021799098268859,0.2598125135134101
1148,KT2440,Amer_f1,pSeva231,70,-3.0,1.5600877395095216,2.6419529891955116,0.6153046579834089,0.17382610157040332,0.7880414734193041,2.601732857646436,-2.534603266520912,-0.03162439381796062
1149,KT2440,Amer_f1,pSeva231,100,-3.0,1.6521941921465282,3.100784800414073,0.5189380090336401,0.004167820595678468,0.6694018741970678,3.100757868851637,-2.9867649724087184,-0.03274928295403468
1150,KT2440,Amer_f1,pSeva231,200,-0.6577417087352667,1.6115876793821906,0.5729394793989613,0.6164358858132746,0.17457157588058558,0.9903995452467784,0.5641416995173799,-0.5649240148859261,-0.01254875266200784
1151,KT2440,Amer_f1,pSeva231,500,-0.642698107290311,1.6259032979664063,0.4304402157109218,0.5915734279153558,0.3103882523315917,0.9912584870058332,0.4091807192822233,-0.5167361638835919,-0.011454361669226535
1152,KT2440,Amer_f1,pSeva231,1000,-0.6574932659108187,1.6007466244406967,0.3676615008860237,0.6248999737354677,0.13488262744170476,0.9822059851372288,0.3643016568037537,-0.6112356306035603,-0.013551984664218428
1153,KT2440,Amer_f1,pSeva231,2000,-0.6320672992509759,1.7185812187221372,0.4718478306664974,0.5916000086329875,0.15002692891354674,0.9918281721292712,0.4665074147962146,-0.576419029742776,-0.01280211665279125
1154,KT2440,Amtr_a1,pSeva231,0,3.5353239243673142,2.290442719522356,2.1786600955767046,0.7278383152746386,0.317677581089362,0.7275544705147018,2.065802876919664,3.4337645676234114,1.1740358246978813
1155,KT2440,Amtr_a1,pSeva231,5,3.2026539129908884,2.164680464221788,1.0533995588630127,0.6980015236218302,0.32823764243968645,0.8698326083629275,0.9950361436893266,3.212046226291083,0.9336644467860971
1156,KT2440,Amtr_a1,pSeva231,10,3.2573629007898015,2.208605428043349,0.9280089444221716,0.6987044476234479,0.35188643781590645,0.8860244628764046,0.86865599729581,3.2456952017246503,0.9668039141392991
1157,KT2440,Amtr_a1,pSeva231,20,3.2146841338526517,2.1841304272243254,0.7643957031804349,0.6739464841447275,0.4315835290750665,0.8944645512317415,0.6895407082508123,3.2144444885026258,0.9359896662651356
1158,KT2440,Amtr_a1,pSeva231,30,3.2764787779990097,2.14167258629652,1.1426982519128703,0.6820417061346208,0.3167196857568939,0.8190025973146562,1.0838712124012828,3.298748603094721,1.0213727308549492
1159,KT2440,Amtr_a1,pSeva231,40,3.3203479540607383,2.13660244378789,1.246123121281499,0.6992564241383608,0.33297536891777163,0.8064569479160991,1.17501375917519,3.348259847549584,1.0749771015954694
1160,KT2440,Amtr_a1,pSeva231,70,3.2370774158334585,2.11446610513656,1.1597487130129709,0.6969976521111214,0.34335731728573143,0.7861219759595816,1.0892416175265671,3.2765982886285503,0.9982371894740021
1161,KT2440,Amtr_a1,pSeva231,100,3.2417598120459465,2.1997492441224207,1.0355327125057083,0.7053029587329114,0.3589673730930452,0.8244919192580643,0.9665145695823304,3.2332700593323067,0.954436865894776
1162,KT2440,Amtr_a1,pSeva231,200,3.2348839760460653,2.2476976976197367,1.0442730931672881,0.7069593454595762,0.3824958332488611,0.7680454469466838,0.9648636602166814,3.1986920377034447,0.9208184646185091
1163,KT2440,Amtr_a1,pSeva231,500,2.9680963363474624,2.184387829949621,1.921153040067059,0.7171496915089794,0.3881919444396105,0.6279811272744819,1.7704934230411495,2.967319550811085,0.7234467748884519
1164,KT2440,Amtr_a1,pSeva231,1000,2.5574800232776496,2.1904077586272805,2.345739653072856,0.7258840569277483,0.4277449409663533,0.5419690117051725,2.12031284683225,2.5481262458792178,0.4638341536701072
1165,KT2440,Amtr_a1,pSeva231,2000,-2.3035252167965843,1.817227306431508,4.999999999989044,0.7177753594630998,0.7318587507320805,0.4611368406982978,3.4072817940949767,-0.43551064324245614,-0.00948599241016118
1166,KT2440,Beti_e1,pSeva231,0,3.9864339996112887,2.3273834611985444,0.5473955955410701,0.6529550275373915,0.4736130123951781,0.983005314902123,0.4821093952539778,3.9293614662353904,1.9494237831005365
1167,KT2440,Beti_e1,pSeva231,5,3.9985552623987006,2.2734907779651543,0.5435063394531149,0.6472652265687019,0.4869659248193554,0.9849959199524638,0.4747098333441572,3.9618153099030513,2.014873070121654
1168,KT2440,Beti_e1,pSeva231,10,3.9967808289062585,2.281050489109683,0.5389482592649288,0.6549167308003785,0.4812703901038066,0.9844231026174342,0.4724270581732857,3.958201735674016,2.0074800902710312
1169,KT2440,Beti_e1,pSeva231,20,4.011063127764585,2.3124041830984017,0.5358815234047758,0.6516742044811155,0.4971435614354051,0.9822465800933916,0.4649674105679504,3.9584235684847413,2.0079331668175175
1170,KT2440,Beti_e1,pSeva231,30,4.009272230117813,2.294935582480598,0.5369053042777397,0.643935994219989,0.5146746477362639,0.9842577541563036,0.4603348576306054,3.9615124481741613,2.0142524217548807
1171,KT2440,Beti_e1,pSeva231,40,3.988571752270951,2.2257618495376734,0.5238105855320352,0.6245226712379923,0.510788040367168,0.9890524912545076,0.4503234601011076,3.970526401194171,2.032805226245062
1172,KT2440,Beti_e1,pSeva231,70,3.9759393070795888,2.2182205220269577,0.5234157497331011,0.6275768379701103,0.4912544047107389,0.9841513592824612,0.4559035640583615,3.9617713553945473,2.0147829833824864
1173,KT2440,Beti_e1,pSeva231,100,4.01297822222633,2.3195617690548263,0.5394648396099403,0.6482904214680999,0.4889994719200119,0.9844782987891668,0.470566591385874,3.957670191403272,2.006394860619306
1174,KT2440,Beti_e1,pSeva231,200,3.9293094489305775,2.2306862437861392,0.5130521498742138,0.6369525272712265,0.5349957496206564,0.9859119664391984,0.4334545456034435,3.909036273262838,1.9095028161624108
1175,KT2440,Beti_e1,pSeva231,500,3.8280225591035233,2.2664229308507795,0.5317890185600028,0.6492901889766193,0.4944195940557222,0.9837047250869104,0.4622434422481574,3.7945003617608686,1.6990991905212582
1176,KT2440,Beti_e1,pSeva231,1000,3.7909718187710535,2.3020211852520203,0.537157080030182,0.6559046343376248,0.5081195091484468,0.9860015120733954,0.4626461817421953,3.7417105039328153,1.609945202979579
1177,KT2440,Beti_e1,pSeva231,2000,3.734252404978101,2.3936542567842216,0.5128309025575525,0.6416736199708944,0.5277260502293383,0.9822851140364024,0.435606072028098,3.6456765135209706,1.4593486559032163
1178,KT2440,Bm3r1_b1,pSeva231,0,3.5438517566278285,2.4110575078631022,0.5693669800572868,0.6798415690226063,0.4349186616348781,0.980975954738366,0.5126977381110506,3.4610165699348223,1.2074297147784439
1179,KT2440,Bm3r1_b1,pSeva231,5,3.476279631341661,2.304659236113164,0.5647182069178891,0.6628734227370561,0.4304557849059697,0.9852017094396296,0.5097212408289513,3.4319002699240295,1.171784449074345
1180,KT2440,Bm3r1_b1,pSeva231,10,3.433454017723694,2.282148693854169,0.5773173320529348,0.6771543571475437,0.4539823440142344,0.9838735464509842,0.5143959084298554,3.395326665565201,1.1284555238920997
1181,KT2440,Bm3r1_b1,pSeva231,20,3.4241300877711858,2.2318547072360824,0.5790842189782639,0.6629229036911247,0.4370509193182884,0.9833964253894554,0.520849636480366,3.4057231085879267,1.1406114593045922
1182,KT2440,Bm3r1_b1,pSeva231,30,3.4216246120149885,2.173934641152586,0.5558983663700919,0.6513282148075723,0.4434336803850437,0.9832501490405102,0.4982557002848442,3.4252980635353056,1.1638451156670533
1183,KT2440,Bm3r1_b1,pSeva231,40,3.4287954037698527,2.249116659639079,0.5610107099147676,0.6589019603756068,0.4468359226929908,0.9842197882694268,0.5018891167303154,3.4038850878010933,1.1384531654814394
1184,KT2440,Bm3r1_b1,pSeva231,70,3.4280477550131567,2.196759311263233,0.5641641516932161,0.6629167738872266,0.4498801446678184,0.9862558779921338,0.5038487644375261,3.423025186926266,1.1611240256572535
1185,KT2440,Bm3r1_b1,pSeva231,100,3.415893743455277,2.2247948396888044,0.5591457279228251,0.6557927151636307,0.4668305393222216,0.986729587784084,0.4944787304441218,3.399513154631527,1.1333353399785306
1186,KT2440,Bm3r1_b1,pSeva231,200,3.369169826334793,2.192283725426633,0.5618118435473356,0.6597469650982065,0.4382997442390027,0.9846256612692346,0.5049727034427332,3.3659439894765937,1.0947756315668227
1187,KT2440,Bm3r1_b1,pSeva231,500,3.343858310083432,2.269256259820504,0.5711265334641829,0.6712630014301625,0.4304489152930379,0.9851206896259624,0.515507342181851,3.312502853598996,1.0359988067414094
1188,KT2440,Bm3r1_b1,pSeva231,1000,3.3202755995690736,2.2570167391117737,0.5687398068688095,0.6750394829502547,0.4458045009193506,0.9832827892124076,0.5090962634834374,3.2927154093685824,1.0150203195527236
1189,KT2440,Bm3r1_b1,pSeva231,2000,3.35680943549215,2.3477180867227156,0.5027006454995658,0.6465440674027447,0.5557651934629123,0.9844899692256722,0.4179148081845639,3.285908664158627,1.0078992888897118
1190,KT2440,Bm3r1_b2,pSeva231,0,3.5308646461395408,2.4712130010419067,0.5743035170489105,0.6787722023547968,0.4220685130425946,0.9789658166977686,0.5206428569512199,3.4281701446719586,1.1672924310907535
1191,KT2440,Bm3r1_b2,pSeva231,5,3.5176650108208882,2.3209458598520984,0.5605878382565432,0.6577157393066047,0.4612726772353452,0.9784922410631182,0.4973862838680901,3.4636829430717064,1.2107461605759942
1192,KT2440,Bm3r1_b2,pSeva231,10,3.649025449927494,2.4900109813144,0.5422766304594691,0.6561170632543271,0.4994708416816047,0.9762306662746632,0.4697908917790153,3.5225529499686656,1.2862677468531798
1193,KT2440,Bm3r1_b2,pSeva231,20,3.6235415006924043,2.512907780077257,0.5531271017663425,0.684717015578681,0.4599642263215982,0.9799214199979202,0.4911422668330148,3.501196571639888,1.25835541338139
1194,KT2440,Bm3r1_b2,pSeva231,30,3.6193617187780887,2.523465624371318,0.5092815738889052,0.6399393749567166,0.5797032846594619,0.9836397753850044,0.41497670883725424,3.4625855977955933,1.2093802071864446
1195,KT2440,Bm3r1_b2,pSeva231,40,3.494971967430037,2.3237330961889495,0.5493755027486765,0.666217180802076,0.4724786136035091,0.9852733369147426,0.4841877787463814,3.4403899377943863,1.182070846940697
1196,KT2440,Bm3r1_b2,pSeva231,70,3.483020743334825,2.2718437619379617,0.5467630053650422,0.652221442113448,0.4942851799103985,0.983778411401379,0.4753009770735098,3.4464726683528784,1.1894947948984755
1197,KT2440,Bm3r1_b2,pSeva231,100,3.4105778149192183,2.1921970589017405,0.5609051466979025,0.6428406710905322,0.4449161362765504,0.984842860424094,0.5023310769716639,3.407256232371108,1.1424147651321315
1198,KT2440,Bm3r1_b2,pSeva231,200,3.4432697465759943,2.2628486547473603,0.56202190539267,0.6555356398957949,0.4668249114055083,0.9849121667660894,0.4970239384449511,3.4115683150370293,1.1475016136828644
1199,KT2440,Bm3r1_b2,pSeva231,500,3.4733259728067964,2.3440364858471505,0.5645147345287993,0.6632384954575554,0.4628293114467754,0.9878255159860032,0.5004126299881091,3.410140254149899,1.1458145385968384
1200,KT2440,Bm3r1_b2,pSeva231,1000,3.3711606874841684,2.354355729262429,0.5678068257472124,0.6636475031169089,0.4553824996062671,0.9785223450691952,0.5055160856050258,3.3046470302973505,1.0276204061792718
1201,KT2440,Bm3r1_b2,pSeva231,2000,3.4547365537775385,2.4392340333500706,0.5212479967734385,0.6662382611265398,0.5278167166069417,0.984371429873458,0.4427263099297776,3.349189231985436,1.0760089133142798
1202,KT2440,Bm3r1_b3,pSeva231,0,3.836629508970884,2.2836443246892966,0.5054391629876774,0.6253039968876555,0.57585330539022,0.9797448956270498,0.4132233234498298,3.7900811268909695,1.6914539555562986
1203,KT2440,Bm3r1_b3,pSeva231,5,3.737411057449109,2.157351901825696,0.5369083745187229,0.6407707692357222,0.4903050521622969,0.9857510150670902,0.4679429722652987,3.7482113930055183,1.620671797187825
1204,KT2440,Bm3r1_b3,pSeva231,10,3.6945682937360256,2.140812017630001,0.5206180302677469,0.6234700306082387,0.5275453440894387,0.988802754461362,0.4422790078876048,3.7134351597113184,1.5640931130090814
1205,KT2440,Bm3r1_b3,pSeva231,20,3.6596365445176238,2.140940526514758,0.5099336073666739,0.632653282865224,0.5333650390546915,0.9838004992677412,0.4313452804628407,3.6779936284235464,1.5084212145087112
1206,KT2440,Bm3r1_b3,pSeva231,30,3.461898551081163,2.105005764618828,0.5654958322232628,0.6563377212548651,0.4210672172571793,0.9856991626213352,0.5129213660052205,3.490426457287978,1.2445036035629626
1207,KT2440,Bm3r1_b3,pSeva231,40,3.608507184011095,2.1617332040955417,0.5306748169308965,0.629372111898119,0.507912924851625,0.9891467183022362,0.4571277539603936,3.617889416316205,1.4184044069109814
1208,KT2440,Bm3r1_b3,pSeva231,70,3.6698827180771723,2.2260889455020187,0.5253111980967322,0.628910818552933,0.5223677929028518,0.9867653414197716,0.4479435159369256,3.651361818318412,1.4678670658150015
1209,KT2440,Bm3r1_b3,pSeva231,100,3.5851459703604234,2.0501672752739486,0.4988469927680096,0.5772442793283001,0.5640084228675085,0.9877681356920992,0.4119323997611215,3.650202162391664,1.4661255953812862
1210,KT2440,Bm3r1_b3,pSeva231,200,3.618363622202891,2.208801460584212,0.5107821159821185,0.6119021355606773,0.5427509414011153,0.9850271011180468,0.4290026777309565,3.606964398325147,1.402615435113822
1211,KT2440,Bm3r1_b3,pSeva231,500,3.5482182245157,2.332467521497834,0.5535528912867114,0.6757055565634021,0.4731467320102453,0.9858625965371446,0.4876710398543059,3.4905311899528098,1.2446375867495545
1212,KT2440,Bm3r1_b3,pSeva231,1000,3.572867384645652,2.39007714139206,0.5095009468952079,0.6446780476053765,0.5742806070544655,0.9834048691634508,0.4171072948556803,3.4791732748531325,1.2301889955560807
1213,KT2440,Bm3r1_b3,pSeva231,2000,3.4465720186014517,2.412548660756674,0.5062440202728856,0.637073706087923,0.5661840243714965,0.9838774651477312,0.4172862474449099,3.3435835910553315,1.069800002048369
1214,KT2440,Hiyiir_h1,pSeva231,0,-0.04537859818427916,2.0092011798006326,0.42876480017198204,0.6776944367975851,0.2514679703761824,0.9869804877943548,0.4149867094841948,-0.017625391814151913,0.0036024412124271996
1215,KT2440,Hiyiir_h1,pSeva231,5,-0.07232337940552244,1.9357206814681565,0.4103209353575146,0.6609405671224364,0.2592969856798273,0.9920099130813088,0.3962869892663929,-0.032414400759441714,0.0030399062979113265
1216,KT2440,Hiyiir_h1,pSeva231,10,-0.08615585054343806,1.9775349227975787,0.4094157870985204,0.680173675666614,0.27488359336176066,0.9913454103256696,0.3936440732086521,-0.05205351763433208,0.002305630160262936
1217,KT2440,Hiyiir_h1,pSeva231,20,-0.08749568069650653,1.9703791098421923,0.4166632532802197,0.6712501340645449,0.22713777125847906,0.9899877560627682,0.4057727739650464,-0.057427777291166826,0.0021071952572565126
1218,KT2440,Hiyiir_h1,pSeva231,30,-0.06475717270134626,2.0242078189423967,0.4153674144158999,0.6855185846991152,0.2679172507624197,0.9915719950462328,0.4001823821670093,-0.0388755083286744,0.0027967420194791853
1219,KT2440,Hiyiir_h1,pSeva231,40,-0.055713838577079004,2.018719870853339,0.4128776917519153,0.6873036956072068,0.25131175752418256,0.9911891789023846,0.3996268752423564,-0.030816009552753737,0.0031003046757990434
1220,KT2440,Hiyiir_h1,pSeva231,70,-0.12626023277222645,2.02106580464258,0.40179433914609225,0.6817777207523854,0.2654414026748738,0.9927033891765816,0.38738076865437604,-0.1008280529431113,0.0005432043952635639
1221,KT2440,Hiyiir_h1,pSeva231,100,-0.07558673854148727,1.9897625343569865,0.4225158711517221,0.6830017949928975,0.26362834565946297,0.9913068878207186,0.4075690885408642,-0.043968144872650765,0.002606184392035872
1222,KT2440,Hiyiir_h1,pSeva231,200,-0.11557999384739988,1.97591974242601,0.4136727426255834,0.6787049845271199,0.2652522639207791,0.9922517378509198,0.39885459114312394,-0.08199729313071122,0.001213469635086969
1223,KT2440,Hiyiir_h1,pSeva231,500,-0.057299987329305475,2.090835051890086,0.41435344415548137,0.7004547942389969,0.25592246905517674,0.9876293025023104,0.4005543599982436,-0.04325004893180958,0.0026329955608529855
1224,KT2440,Hiyiir_h1,pSeva231,1000,-0.06013037123165541,1.979276189237904,0.4210986778328886,0.673882754743371,0.248493956238462,0.9916062361136484,0.4078902636333608,-0.028396636421691143,0.0031919093327358625
1225,KT2440,Hiyiir_h1,pSeva231,2000,0.04495918742770856,2.2037442753107808,0.4350809010904538,0.6977030695416903,0.2549617704991116,0.9871127584188772,0.4207019707001715,0.0417629114413796,0.0059470942797581906
