,strain,plasmid,backbone,iptg,log_mean_gfp,log_mean_v,log_std_gfp,log_std_v,log_rho,fit_goodness,std_gfp_correct,volume_decomposed_log_mean_gfp,rrpu
425,DH5alpha,Lmra_n1,pAN,40,0.0905261793478613,2.989347251585161,0.4894633408277637,0.8730017349138306,0.20055087402048252,0.9833747841173234,0.4795190556329768,0.08991747953945403,-0.051840381180759024
426,DH5alpha,Lmra_n1,pAN,70,0.08495139408876237,3.0193103776363457,0.5092280133241371,0.8519806471448625,0.17379395382134236,0.9832624763449398,0.5014786005735318,0.08127660068854879,-0.0668331657817708
427,DH5alpha,Lmra_n1,pAN,100,0.13046833109142905,3.0660404111699475,0.5419428997874667,0.8559344097413687,0.21900306642146392,0.9814376767037326,0.5287867863535136,0.11908311386808965,-0.000267732878020082
428,DH5alpha,Lmra_n1,pAN,200,0.1353643835476392,3.0723956977781497,0.504218430664754,0.8774485925274045,0.21450870042718545,0.9861493766876986,0.4924812733101603,0.1244600744212182,0.009405481597072296
429,DH5alpha,Lmra_n1,pAN,500,0.13996175922186854,3.1034777725166856,0.5240445544265918,0.8705078493997053,0.23612026000591135,0.9789733687357014,0.5092265871873419,0.12296929262375535,0.006718334516725546
430,DH5alpha,Lmra_n1,pAN,1000,0.11259087000242275,3.1099628450540813,0.4949045173821168,0.8751654809912818,0.22044168279120765,0.9829085025152492,0.4827299435010638,0.09688016872807016,-0.03966481425511258
431,DH5alpha,Lmra_n1,pAN,2000,0.2107781761581218,3.4769339214370287,0.5117778288951542,0.8884956264233832,0.27597379089705565,0.9780568924333776,0.4919030193109675,0.13240976699676554,0.023802705784629802
432,DH5alpha,Phif_p1,pAN,0,1.9763548553105008,3.3640111246439965,0.6234386810662963,0.7870161801097975,0.4390386503137495,0.979326776107065,0.5601398147107998,1.8441690600267304,8.27628770605435
433,DH5alpha,Phif_p1,pAN,5,0.3183840907544237,2.9283281781136132,0.5284394046920343,0.8945120731262441,0.3672987157116647,0.9873836500604504,0.4915030934700613,0.33044964203004645,0.42201940972138274
434,DH5alpha,Phif_p1,pAN,10,0.07962570099315541,3.0141025511038624,0.4967207975949043,0.8735350086755291,0.1634038699722354,0.9864199431793256,0.4900445029515413,0.07682251721611641,-0.07451099080050452
435,DH5alpha,Phif_p1,pAN,20,0.06370465772510664,2.973959769229804,0.4925376315721146,0.8427474947274193,0.15713293799977301,0.9859560340491166,0.4864190632160946,0.06462062565815542,-0.09536994620024919
436,DH5alpha,Phif_p1,pAN,30,0.06723502375916117,3.0241319545705534,0.5093953104717285,0.8590711378064327,0.1618046395279933,0.9791746140272124,0.5026829117556196,0.06337826207351283,-0.09747950705736211
437,DH5alpha,Phif_p1,pAN,40,0.04336279282386947,2.9919413111070354,0.4875560019354666,0.8503211791120084,0.1279900448407753,0.9835541445529709,0.483546074497649,0.042775148197975864,-0.13208461247475853
438,DH5alpha,Phif_p1,pAN,70,0.05459809849469177,3.0048227825364147,0.5023426849719438,0.8525999552877582,0.17768431269112922,0.9790253037212232,0.4943491767439772,0.05241123857308783,-0.11598851037535488
439,DH5alpha,Phif_p1,pAN,100,0.0850408676870186,3.0498742498483096,0.5088662897284442,0.8463231250505479,0.15813102818454305,0.9840341565169072,0.5024638039529289,0.07877131703263,-0.07115591155294852
440,DH5alpha,Phif_p1,pAN,200,0.046863410853348234,2.8661986097330425,0.4731562539273649,0.8618569188383142,0.13601687947266225,0.9849284222959892,0.4687589856796653,0.055655023439856816,-0.11053511184793531
441,DH5alpha,Phif_p1,pAN,500,0.061968935312404175,3.0356397648815383,0.5058508937230077,0.8494214329332775,0.14610439891985064,0.9813338437208892,0.5004226973318834,0.057470068144363326,-0.10747596095287508
442,DH5alpha,Phif_p1,pAN,1000,0.017877266793375146,2.9101903145800607,0.4982548764656774,0.8896175894193545,0.21949251255074484,0.9833582715048096,0.4861045249600106,0.02694276381187153,-0.15819652159858658
443,DH5alpha,Phif_p1,pAN,2000,0.08861878116509307,3.329773629535933,0.4890022217844548,0.8799034542594417,0.1753972790260723,0.9803871090750372,0.4814215808222195,0.05490762411878815,-0.11179319629978698
444,DH5alpha,Phif_p2,pAN,0,2.4308770078560245,3.164536296000573,0.706075602900574,0.8590977563854828,0.3723503861370468,0.9810291450989224,0.6553032818173311,2.3756076834443722,15.33968145064894
445,DH5alpha,Phif_p2,pAN,5,2.0616272605810875,3.0400687829940725,0.7282290149458532,0.917598825074731,0.2956820820406929,0.9830893514320854,0.6956672741909041,2.0484545950738235,10.558803172750428
446,DH5alpha,Phif_p2,pAN,10,1.618635529877284,3.06151668530546,0.7112139977367243,0.826703756126898,0.3532470514885281,0.9805003174029427,0.6653620844099772,1.595058189819536,6.055625690681645
447,DH5alpha,Phif_p2,pAN,20,0.7354433387050227,3.1552041536259736,0.6491295589073088,0.8378366627497438,0.3348105914403771,0.983132982253882,0.6116653380333521,0.6910156842943189,1.3842783166402588
448,DH5alpha,Phif_p2,pAN,30,0.18196561319616295,3.1494590142832437,0.5177860689578357,0.8389130770698883,0.2676822885785022,0.9839223295576244,0.4988906237531419,0.15461814226520998,0.06463480829462201
449,DH5alpha,Phif_p2,pAN,40,0.09230642648242482,3.1246247484378777,0.4985978646209136,0.8630871777916013,0.20341579370329987,0.9851128170323706,0.4881734020929153,0.07577362127052804,-0.07631407899203807
450,DH5alpha,Phif_p2,pAN,70,0.09127577583684607,3.1467716977782207,0.5234897383246087,0.8575137637710456,0.17666096070077553,0.9783152073182476,0.5152561680587506,0.07371421451690431,-0.07984877274718005
451,DH5alpha,Phif_p2,pAN,100,0.12070907631498723,3.1932798033732075,0.5223834146569561,0.8683354424379038,0.1877580177506673,0.9808524797383964,0.513092990643364,0.09706267807802574,-0.03934452085846151
452,DH5alpha,Phif_p2,pAN,200,0.07726380326411149,3.1525858601258525,0.5150002841937829,0.8798553964748559,0.1748971332158375,0.978395424109246,0.5070624363223575,0.059998648123308414,-0.10320492201897993
453,DH5alpha,Phif_p2,pAN,500,0.0865807319836794,3.1639087122325003,0.526894414698463,0.8722616381687439,0.1982328584162668,0.9791590022660482,0.516438170799848,0.06502988147134896,-0.09467444670033787
454,DH5alpha,Phif_p2,pAN,1000,0.048774547893837616,3.1056472557551915,0.5289681426279854,0.850313303641787,0.21023806293502514,0.9819739666694668,0.5171458221568489,0.03285610985541931,-0.1484921414763929
455,DH5alpha,Phif_p2,pAN,2000,0.09995093502126333,3.381150506720617,0.5426835678301586,0.9365523883468848,0.22385977492118606,0.975405763455832,0.528910998544154,0.048425916651414366,-0.1226643964641448
456,DH5alpha,Phif_p3,pAN,0,2.6255105989662018,3.5514225370491315,0.6742736810308241,0.8362216639915773,0.3702318877317288,0.9718694365760512,0.6263593670745647,2.4560979416423074,16.77583477407538
457,DH5alpha,Phif_p3,pAN,5,1.9324028464195424,3.2766141514607536,0.6965059617436431,0.8373519654945959,0.34461337018676896,0.9794989782523692,0.653841285043114,1.8485066113675432,8.320064909493258
458,DH5alpha,Phif_p3,pAN,10,1.1713689564549952,3.307925535085367,0.7295278161403216,0.8338147026479408,0.2760754180421192,0.9829280593943528,0.7011754292783008,1.0931100157400793,2.9575959086062715
459,DH5alpha,Phif_p3,pAN,20,0.2615052530879722,3.4177862980125133,0.5483209092357829,0.8828039354519202,0.2611738455944805,0.9818328283937772,0.5292896670105384,0.19112637751753486,0.13376076253872976
460,DH5alpha,Phif_p3,pAN,30,0.1707398098818754,3.5503212827672286,0.538824676857925,0.9184605293307242,0.2412253172402024,0.9755503162119707,0.5229127192703271,0.09058612256424872,-0.05067480973945054
461,DH5alpha,Phif_p3,pAN,40,0.1200302029492532,3.5451328068876093,0.5231483279166184,0.9067609618509842,0.2356645018314901,0.9748668762249167,0.5084135794715993,0.04372694463864316,-0.13050162858247197
462,DH5alpha,Phif_p3,pAN,70,0.09443095130676764,3.543750716689172,0.5343957620649417,0.9112065468897488,0.2414921574410938,0.9770554183929157,0.5185791282991928,0.015145187125047468,-0.17738689044763162
463,DH5alpha,Phif_p3,pAN,100,0.06901915465497069,3.468574009860295,0.526683179030202,0.9772958402745944,0.28835787195386986,0.9671012352394484,0.5043111042133901,-0.006294660117307793,-0.21168740098873165
464,DH5alpha,Phif_p3,pAN,200,0.1144811213279626,3.5770417284047284,0.5237686443491176,0.9025302633976972,0.2267444692180825,0.9753866756731188,0.5101267145469285,0.0364355709407649,-0.1425899528270166
465,DH5alpha,Phif_p3,pAN,500,0.06459059975037465,3.3908014757387552,0.5233791467767647,0.9504497243612604,0.25491662956019184,0.9789773337008664,0.5060882884712095,0.007477121210836508,-0.18973919484344368
466,DH5alpha,Phif_p3,pAN,1000,0.04389857891625494,3.2871232215086414,0.4865090453212726,0.8954750266385968,0.20027500222694894,0.9823745756216942,0.4766522369670779,0.01090889021150507,-0.18422274792187152
467,DH5alpha,Phif_p3,pAN,2000,0.08755734606309364,3.557888122892781,0.5541981148438941,0.9227901045120556,0.24632076354333166,0.9767579979649074,0.5371223632666035,0.002650939280944098,-0.19746514858021197
468,DH5alpha,Psra_r1,pAN,0,2.0450374185844953,2.8330709510265266,0.7543029118342737,0.8285957164562993,0.4365325748561637,0.9784424611859884,0.6786376192663918,2.104989199409955,11.277308122872533
469,DH5alpha,Psra_r1,pAN,5,1.356559749851194,2.749519509794656,0.7341010675317093,0.8123799013223988,0.3775821004166569,0.9821476917938494,0.6797600513173818,1.436541735768058,4.904875059127372
470,DH5alpha,Psra_r1,pAN,10,0.7052355679904893,2.667682418553784,0.6930995093857856,0.8048302334419408,0.38214663874009147,0.9874392714930752,0.6404944328512869,0.8093123358603759,1.7834561864758829
471,DH5alpha,Psra_r1,pAN,20,0.13917721171646846,2.7899541549468183,0.5342218318682486,0.8573749448274268,0.3852806994481893,0.9897182867909436,0.4929796003855665,0.185744857005964,0.1234119436900166
472,DH5alpha,Psra_r1,pAN,30,-0.09522768830755342,2.6580999878293845,0.5123846106378838,0.9032234200103334,0.2643895635746449,0.9877388064177,0.494151900081161,-0.04635779884778258,-0.2738443073558619
473,DH5alpha,Psra_r1,pAN,40,0.015602989811000213,2.80981413586654,0.6066341736265505,0.965956885141952,0.3436461586335474,0.98038028280578,0.5696896704449173,0.05318054021757178,-0.11469677263902056
474,DH5alpha,Psra_r1,pAN,70,0.2726546189560083,2.8913245410756687,0.7187272815758606,1.0302537414269082,0.46770478696844,0.96569379073372,0.6352720758544353,0.30287126069596826,0.36172804227529964
475,DH5alpha,Psra_r1,pAN,100,0.4119283567283301,3.1810010263880115,0.7574508877104865,1.019707680101817,0.5511493669953926,0.9656122568364388,0.6320220203975654,0.33124898898504673,0.42379184375532397
476,DH5alpha,Psra_r1,pAN,200,0.2889688124507024,2.9398160106287907,0.6946046446098285,1.085315502154822,0.5511361895598209,0.9576935925102384,0.5795887461115028,0.3045304192102122,0.36530844798418044
477,DH5alpha,Psra_r1,pAN,500,0.4916967103770179,3.391546526076911,0.7307105168121956,1.0210099801250807,0.571744094889057,0.9650150749081194,0.5994983011210385,0.3249087169907672,0.40977209714622287
478,DH5alpha,Psra_r1,pAN,1000,0.3350140642480736,3.1552037420615995,0.7590862682838406,1.03487514314493,0.5649966409586022,0.9632450323583732,0.6263169214032327,0.26403501567912263,0.27959548017433145
479,DH5alpha,Psra_r1,pAN,2000,0.2973721499816458,3.432638612027806,0.878055318048913,1.0713884748519664,0.4756779699881707,0.9652866932545824,0.7723545818747328,0.122448446267798,0.005780448346491518
480,DH5alpha,Qacr_q1,pAN,0,0.8546363274029001,2.837804255135981,0.5866994678294546,0.7895708979264301,0.4849273185251257,0.9816236691375824,0.5131006336676753,0.9072912853930588,2.151764000409752
481,DH5alpha,Qacr_q1,pAN,5,0.19373565291921546,2.4383164961592687,0.6041502980002024,0.8178910402186725,0.24317194119898186,0.995102340211877,0.5860156389400809,0.29174131059174424,0.33786297568993495
482,DH5alpha,Qacr_q1,pAN,10,-0.09814302711835,2.451787898354526,0.4792110763494538,0.8272979337720151,0.15353855577574402,0.9930699292706744,0.473528906564769,-0.05081557898297465,-0.28060773402130823
483,DH5alpha,Qacr_q1,pAN,20,-0.21434586190158192,2.4604417704949344,0.4417417642164093,0.8531081912221341,0.1123034958787483,0.9886615614659888,0.43894728504139147,-0.1839042457133402,-0.46925108260871956
484,DH5alpha,Qacr_q1,pAN,30,-0.2188186957504268,2.4158362445886934,0.4384087507501173,0.8712138932696865,0.13197889967673412,0.9902545562971128,0.43457378154378296,-0.1810891260448223,-0.4655152413599595
485,DH5alpha,Qacr_q1,pAN,40,-0.2168387369598771,2.473457038401981,0.43861964132845305,0.8636169457726381,0.12290828886458012,0.9887858666980706,0.4352940417497034,-0.18497299195294856,-0.47066662427752953
486,DH5alpha,Qacr_q1,pAN,70,-0.2353478112687451,2.4719298399798784,0.4474771554879992,0.8808636846269372,0.14499864092939366,0.9917885898135178,0.4427481516718289,-0.1976340869469297,-0.48732147745972293
487,DH5alpha,Qacr_q1,pAN,100,-0.21934958097197976,2.5757847212346654,0.4715789127276835,0.9905292830244138,0.1925544425150349,0.9913277998691112,0.4627539226080307,-0.1819334023111595,-0.4666367534649469
488,DH5alpha,Qacr_q1,pAN,200,8.43512018918495e-05,2.7169687390756456,0.6474007780885744,1.019745996757241,0.4684428381306393,0.9598539803905736,0.5719745782336039,0.07947918661550953,-0.0699356143029549
489,DH5alpha,Qacr_q1,pAN,500,0.07966571757496904,2.743227722437932,0.6058407362558118,0.9482650097961092,0.6277217538078402,0.9398528130982666,0.4716093265065749,0.17620031665696242,0.10519394046165434
490,DH5alpha,Qacr_q1,pAN,1000,-0.00471550627545255,2.7794446800720696,0.5696741911117339,0.8347619531918902,0.5848551812680315,0.9659075592130248,0.4620842301878937,0.07690183893210288,-0.07437455710810957
491,DH5alpha,Qacr_q1,pAN,2000,-0.07582671583129258,3.027453654585188,0.5520489130243739,0.8858690975868934,0.5159537727731188,0.9712399967948788,0.4728941678407699,-0.08981956478410942,-0.3385168182453881
492,DH5alpha,Qacr_q2,pAN,0,1.6344184738746643,2.863768646845074,0.6299995827618374,0.7630804808166964,0.4723585658245492,0.9793124182397516,0.5552857154677713,1.6812804166081192,6.762513277015734
493,DH5alpha,Qacr_q2,pAN,5,0.8855923687070878,2.4562077802197946,0.6288298508545617,0.7443141112388401,0.4451082334532897,0.9847955267546226,0.5631025289552948,1.084042339744971,2.914700696394709
494,DH5alpha,Qacr_q2,pAN,10,0.4163870699822458,2.4378807270884932,0.5901457423202167,0.7615166960794388,0.40906076084642495,0.988726393153091,0.5385122078359622,0.5894892482455589,1.0773955697075541
495,DH5alpha,Qacr_q2,pAN,20,-0.11152296017074197,2.4995070513075306,0.4560742360417542,0.8097354119935222,0.2113395433162032,0.9873246771501232,0.4457727530886179,-0.05385942089868282,-0.28520861592264635
496,DH5alpha,Qacr_q2,pAN,30,-0.200657095397528,2.4547618631651638,0.44383731826586864,0.830410425728802,0.1398122940696173,0.9910327176670382,0.4394779594983785,-0.16111376933241908,-0.43870244798259855
497,DH5alpha,Qacr_q2,pAN,40,-0.17014763469947788,2.5358301152096367,0.4667929845454897,0.8480514438188821,0.14179685950658982,0.9877029729745904,0.4620764044440622,-0.13517347743320934,-0.4030739274126084
498,DH5alpha,Qacr_q2,pAN,70,-0.1848592828917318,2.512128872053597,0.4768801956575479,0.8434503849321534,0.1627661057994113,0.9905758207063712,0.4705208466239292,-0.1414406444641731,-0.41176662756133636
499,DH5alpha,Qacr_q2,pAN,100,-0.18884062591532774,2.528536093261039,0.4514766023925056,0.8520764269132486,0.13826172101129158,0.9895907984502844,0.4471404979510186,-0.15547882366305601,-0.4310413359785054
500,DH5alpha,Qacr_q2,pAN,200,-0.19246053390516504,2.5114109579549027,0.4577212652585253,0.8641466033603604,0.1659572809253342,0.9886401715073876,0.4513740182990672,-0.15092375749048945,-0.42481676672867225
501,DH5alpha,Qacr_q2,pAN,500,-0.1945740134229866,2.506408400691264,0.4662834370116926,0.8795193656886388,0.18866061227227132,0.9897364198212908,0.4579100813429906,-0.1468120351535462,-0.41917363365918814
502,DH5alpha,Qacr_q2,pAN,1000,-0.16601479431006844,2.597060723048384,0.4822410186365584,0.8434511138883959,0.181450261775238,0.9882632156897226,0.4742358771863427,-0.1258791398956331,-0.39008175245851123
503,DH5alpha,Qacr_q2,pAN,2000,-0.1331264873262167,2.9358052541417767,0.4745720596502597,0.9064587586157206,0.2361694630790322,0.9891163920849052,0.4611473099816798,-0.12717561436917324,-0.39190129649643723
504,DH5alpha,Srpr_s1,pAN,0,0.4217435778668648,2.9127324794312965,0.5122136018740991,0.7956897122366011,0.4669700373306112,0.9828583055657444,0.4529367295325265,0.4431470623579405,0.6864288031200658
505,DH5alpha,Srpr_s1,pAN,5,-0.12839739727908087,2.4785870909833454,0.4457583519139512,0.8236632079483365,0.2384058390428229,0.986682875529958,0.4329051849307593,-0.06319611161129635,-0.29923432983768056
506,DH5alpha,Srpr_s1,pAN,10,-0.17515933072552356,2.4731619111463243,0.4481319094650323,0.8211606455867844,0.16292048638116696,0.9903173679199336,0.4421445095894021,-0.12974630543335428,-0.395502178029964
507,DH5alpha,Srpr_s1,pAN,20,-0.19346452945533646,2.4714076828780143,0.4432236008848964,0.8413190313711704,0.11099530288762366,0.9909735281367557,0.4404848916376304,-0.1634948033640485,-0.4419266820430493
508,DH5alpha,Srpr_s1,pAN,30,-0.17935402688895036,2.4726224530873924,0.4481768382069905,0.8308640868597936,0.10581857015299127,0.9901669768460468,0.4456605285263166,-0.15016855309218222,-0.42378202522619307
509,DH5alpha,Srpr_s1,pAN,40,-0.16800778466425972,2.463164722062169,0.4458236813553757,0.8430879370284272,0.1324128854169634,0.9857622025764528,0.4418980463605048,-0.13154366743754262,-0.39801433012961995
510,DH5alpha,Srpr_s1,pAN,70,-0.16275225803200086,2.4800014239021984,0.4465418055975555,0.8396447938302913,0.10494384858469973,0.9872743426640422,0.4440760682381671,-0.13462704759635385,-0.4023134318521104
511,DH5alpha,Srpr_s1,pAN,100,-0.16830998382077544,2.449123397774473,0.4557079188733688,0.8403087093923091,0.13334669458343273,0.9928852460436541,0.4516381975117582,-0.1296350286943919,-0.395346499342569
512,DH5alpha,Srpr_s1,pAN,200,-0.1431793858519676,2.50723789203793,0.4620738373485249,0.8618573090593488,0.11346507061277117,0.9916114120998744,0.4590897579927853,-0.11418061233381767,-0.3735562726307863
513,DH5alpha,Srpr_s1,pAN,500,-0.21032619827335608,2.3181923211174067,0.4536968239435187,0.8858807881575066,0.20174461355553014,0.9948394612926144,0.4443679828202641,-0.14154051968107076,-0.41190471617474717
514,DH5alpha,Srpr_s1,pAN,1000,-0.14668163296111164,2.5266057829604125,0.4568106185080805,0.8217721204953423,0.13396467757181393,0.9866562362655724,0.4526929766781123,-0.11262490604502258,-0.37134406355008165
515,DH5alpha,Srpr_s1,pAN,2000,-0.13342940351111934,2.8905755297806786,0.45955933024134293,0.8811327104251528,0.16693921040632115,0.9873719638223046,0.453110421539826,-0.1253008839219986,-0.3892694349819369
516,DH5alpha,Srpr_s2,pAN,0,1.0436132182424391,2.96876697206396,0.6078484981936358,0.7852260305077805,0.497488219464016,0.9851938824069041,0.527290781889622,1.0494541008239189,2.7546042557977835
517,DH5alpha,Srpr_s2,pAN,5,0.4756712927386857,2.5229082937277014,0.5822774568747007,0.7546465657044676,0.437815438953545,0.988949509181406,0.5235052063752553,0.631412096128525,1.2003506989987036
518,DH5alpha,Srpr_s2,pAN,10,0.29678902596344786,2.4662193203973626,0.5425787380618612,0.7549053397707923,0.38838689813818017,0.9876872808561562,0.4999843544710497,0.4413080978676038,0.6818707528106867
519,DH5alpha,Srpr_s2,pAN,20,-0.07357388055118802,2.5284270580588233,0.4626435802860239,0.8189645126966297,0.2814511223627204,0.9905406949428744,0.4439414751335788,-0.0011504221630246898,-0.20352433022642163
520,DH5alpha,Srpr_s2,pAN,30,-0.16430058882167112,2.4919681169848986,0.4607259850447904,0.8308187576113519,0.1845435859434382,0.9920960890048216,0.452812707857563,-0.11395398420890968,-0.373234222321657
521,DH5alpha,Srpr_s2,pAN,40,-0.16995579389293658,2.495384969443452,0.4441977522845712,0.8321030316838034,0.14521230977519353,0.9877148374214734,0.43948948622074746,-0.13208445391989318,-0.3987692979236304
522,DH5alpha,Srpr_s2,pAN,70,-0.2090746184439982,2.4287106266116,0.4414089517555611,0.8318994442446767,0.11444404865625366,0.9896375667599892,0.4385087604948319,-0.17535900184851475,-0.4578784378985772
523,DH5alpha,Srpr_s2,pAN,100,-0.19604424363525655,2.4875569322342423,0.4461523713440398,0.8426522184553271,0.13560690641507986,0.9908280542966628,0.4420311368751221,-0.1604050238606989,-0.4377412295297696
524,DH5alpha,Srpr_s2,pAN,200,-0.17569025071260574,2.477781925541566,0.4515931266675081,0.8337484131503916,0.12817271116032675,0.9918693394908829,0.44786832431479706,-0.1405513046907911,-0.41053640788719487
525,DH5alpha,Srpr_s2,pAN,500,-0.1832568003326762,2.528372540202032,0.4425632215459848,0.8244882169137884,0.11486080265103064,0.988502927624664,0.4396341595157271,-0.15516953176100673,-0.4306195804055548
526,DH5alpha,Srpr_s2,pAN,1000,-0.19681150780047826,2.5229723365315477,0.4568243098858818,0.8413486601218726,0.12158266717519765,0.9842285212110484,0.4534352715048328,-0.1663809793817737,-0.44582466611760857
527,DH5alpha,Srpr_s2,pAN,2000,-0.13281112345915905,2.9792600419411985,0.4547819772888755,0.8923549217890208,0.18742917216433624,0.9888760754601732,0.44672238575172657,-0.13236467650574255,-0.39916034356617197
528,DH5alpha,Srpr_s3,pAN,0,0.9622857848846232,2.7905677179441857,0.6302881905149171,0.7758849009173396,0.3767709625795306,0.9848633032308886,0.5838400170647233,1.0214691441262589,2.62906406283276
529,DH5alpha,Srpr_s3,pAN,5,0.3874586948197524,2.5115355409652915,0.5602956590384841,0.7503900546012348,0.3720728763912772,0.9900055380693292,0.5200684029945063,0.5186987778850621,0.8811254619220378
530,DH5alpha,Srpr_s3,pAN,10,0.12577177159067662,2.616332321385208,0.4934467528355075,0.8016306839088362,0.3622697096888412,0.9913508504170704,0.4599285488137994,0.20774560528049216,0.16607385329868626
531,DH5alpha,Srpr_s3,pAN,20,-0.11318101236317515,2.5954498429321675,0.4383439465407679,0.8184494091352593,0.20178648059551624,0.9872307426728012,0.4293270082269475,-0.07119657491883652,-0.31114899953145675
532,DH5alpha,Srpr_s3,pAN,30,-0.19807645466843374,2.533742728733396,0.4266953274478037,0.8359281737263897,0.13884661457388528,0.9915007815731948,0.4225623132093013,-0.16616981223985058,-0.4455398513078079
533,DH5alpha,Srpr_s3,pAN,40,-0.20403227079022115,2.558035217531108,0.4330440120585513,0.8426499256032282,0.11821477461343358,0.9874705188923344,0.4300075290154017,-0.1781583161057501,-0.461614681633263
534,DH5alpha,Srpr_s3,pAN,70,-0.20773210624470714,2.5522575248837067,0.4285376185567692,0.8338494087540459,0.09358783694973236,0.9885941452022828,0.4266567784529546,-0.18696964064316715,-0.4733071118354302
535,DH5alpha,Srpr_s3,pAN,100,-0.21624278035845296,2.540303733639519,0.426940736449877,0.8478679314200627,0.1083175386018096,0.9891596944182648,0.4244287651887892,-0.19204591271564908,-0.4799965845650926
536,DH5alpha,Srpr_s3,pAN,200,-0.21951345478839376,2.5105094882170897,0.4240074906229756,0.8352684144097682,0.09749717278883573,0.9906201390664324,0.4219874349235822,-0.1960824961686667,-0.48529177921704897
537,DH5alpha,Srpr_s3,pAN,500,-0.2271565900478664,2.531964625071536,0.4264230981926615,0.8322330578527208,0.09998673139359174,0.9879329844970643,0.42428619421011504,-0.20400147439353125,-0.49561801091244595
538,DH5alpha,Srpr_s3,pAN,1000,-0.21380755405138205,2.5899228578125943,0.4332213084484028,0.8631689136665168,0.09034884841982532,0.9895319271674444,0.4314495110508276,-0.1959408298833186,-0.485106302912143
539,DH5alpha,Srpr_s3,pAN,2000,-0.18695738999333766,2.858559887373855,0.4354094581956444,0.8400823457992234,0.12579256946603984,0.9846986836093132,0.4319508117530173,-0.17878332288231752,-0.4624474506393532
540,DH5alpha,Srpr_s4,pAN,0,0.9175913598397054,2.8489344494536413,0.5919517135002593,0.7678768712380067,0.5051235709110863,0.9860651275737636,0.5108821689662354,0.9701596725885432,2.407820524801103
541,DH5alpha,Srpr_s4,pAN,5,0.6282938566015729,2.517126136374677,0.5854165404319961,0.7465254980649146,0.4665400006680431,0.9857519177501708,0.5178009888438658,0.7990778695987721,1.7470250011489452
542,DH5alpha,Srpr_s4,pAN,10,0.4668797103787436,2.575165417170035,0.574981279934571,0.7496866095714079,0.4536309778460526,0.9893582213106824,0.5124173474502586,0.609097512322472,1.1342631336855882
543,DH5alpha,Srpr_s4,pAN,20,0.2286108418251156,2.567974428077359,0.5485778184970084,0.7655982409290066,0.4151506378949867,0.9916123153340772,0.499070143306285,0.3523462367629268,0.4710877320940536
544,DH5alpha,Srpr_s4,pAN,30,-0.11385558330891288,2.432028196136434,0.44823411960425735,0.8089815295426082,0.26080840455560056,0.9937276995772724,0.4327209976663933,-0.034101541956950115,-0.2550927319055122
545,DH5alpha,Srpr_s4,pAN,40,-0.12982903048024594,2.636717509727178,0.4528646662887005,0.8204681868599432,0.2188536701294108,0.9897002979914159,0.4418861810031751,-0.08788592053683426,-0.3356988434824534
546,DH5alpha,Srpr_s4,pAN,70,-0.16840033613446048,2.615835755799698,0.44163656037321786,0.8562770435660565,0.14929429512069126,0.990401710175702,0.4366870538187967,-0.14005657685369471,-0.40985157936944683
547,DH5alpha,Srpr_s4,pAN,100,-0.1652451610255738,2.606377544350377,0.4506071364715989,0.8587832428304829,0.14955049957415245,0.9895373664908552,0.4455396486192745,-0.13561840829996552,-0.40369285457193493
548,DH5alpha,Srpr_s4,pAN,200,-0.12238200890853608,2.5663007482871785,0.4678307775979366,0.8642002883166011,0.2130035351280296,0.9921965402923468,0.4570947295696544,-0.07422538138253716,-0.31563482554383054
549,DH5alpha,Srpr_s4,pAN,500,-0.17128074891383052,2.5754804004296568,0.44987273628445457,0.8552137139753022,0.14279392281990164,0.9912210590328209,0.4452626391360264,-0.14059990741642725,-0.4106036680830056
550,DH5alpha,Srpr_s4,pAN,1000,-0.15022874138580594,2.6500262467048645,0.4482501828222027,0.8181445064346311,0.13191258376836165,0.9917131254504304,0.44433308277289263,-0.12609620672658226,-0.3903865605049776
551,DH5alpha,Srpr_s4,pAN,2000,-0.1648633252033113,2.8955636741438906,0.453991922068647,0.8801876465997827,0.15952207300167162,0.9881847965405351,0.4481782658276723,-0.15759224126069715,-0.4339197389497253
552,DH5alpha,1201,pSeva221,0,0.020901505296513183,2.866141458915488,0.5455892182337697,0.8884516503670158,0.25378181659213284,0.9836046402861104,0.5277274400242281,0.0011474379307430866,0.017850446892397252
553,DH5alpha,1201,pSeva221,5,-0.06965959607688227,2.685374314709387,0.5197467409545828,0.8384598771793255,0.2126380665113082,0.9897154199288386,0.5078606690944379,-0.0625401797347644,-0.0023386636348477403
554,DH5alpha,1201,pSeva221,10,-0.013194578835911632,2.7736447387720187,0.5259886243823572,0.8680410801484182,0.22758958271049304,0.9867784816283968,0.5121851823702431,-0.017919016397280236,0.0116709279930381
555,DH5alpha,1201,pSeva221,20,-0.0902557724442052,2.6337611413238338,0.5274623212598326,0.8200191886558009,0.20852714817335027,0.9873205856524644,0.515866894902524,-0.07608807347853462,-0.006470017653197607
556,DH5alpha,1201,pSeva221,30,0.007433940719700963,2.8186570433598828,0.5667330558216058,0.8667883263400786,0.2568014031330897,0.9870955811001959,0.5477272063199857,-0.0058759123543238355,0.015560430993004318
557,DH5alpha,1201,pSeva221,40,-0.03287034363291995,2.777988251148761,0.5346075257131165,0.8655872536778618,0.22283728976972564,0.9903994659765007,0.5211651680573535,-0.038183053489478334,0.0052311478039031465
